Record ID,Created on,Created by,Edited on,Edited by,Company Name,Short Name,Phone,Fax,Email,Web address,Group,Permission,Address 1,Address 2,City,Country,Zone,Postal Code,Tax ID,Dynamics ID,Description
7049,8/6/2021 11:26,Auto Import,,,Southern Cross Marine Supplies(Adelaide),,,,matthew@scms.com.au,,Vendor,Public,,,,Australia,,,,9002742,
7050,8/6/2021 11:26,Auto Import,,,Southern Cross Marine(Melbourne),,,,gsm@scms.com.au,,Vendor,Public,,,,Australia,,,,9002743,
3306,18/12/2015 23:33,Georgi Hristov,,,Southern Lifts N.I.,,,,,,Vendor,Public,Po Box 69030,Glendene,Auckland,New Zealand,,,,8190101,
3867,18/12/2015 23:34,Georgi Hristov,,,SOUTHERN MARINE + INDUSTRIAL S,,912 2346646,912 2346649,,,Vendor,Public,POBOX 2389,,,United States of America,,,,9002020,
4903,1/2/2017 17:09,Auto Import,,,Southern Ocean Safety Equipment Ltd,,,,southoce@xtra.co.nz,,Vendor,Public,,,,New Zealand,,,,9002745,
4904,1/2/2017 17:09,Auto Import,,,Southern Ship Supply,,,,somar@shipsupply.com,,Vendor,Public,,,,Australia,,,,9002746,
4043,1/2/2016 16:34,Auto Import,,,Southern Ship Supply Company,,+1 (912) 234-6646,+1 (912) 234-6649,somar@shipsupply.com,,Vendor,Public,5 Carolan Street,,Savannah,United States of America,,GA 31415,,8190733,
8660,27/10/2025 16:24,Eirini Naki,,,Soverein GmbH,,,,logistic@redline-ham.net,,Forwarder Vendor,Public,,,,Germany,,,,,--------------------- Delivery Instructions ---------------------  To ensure safe delivery please pack  stamp and address spares accordingly and arrange delivery to our Forwarders in Germany by the most economical way.  Please hand to them Packing List and Customs Invoice for further forwarding to the Vessel in caption.  Please liaise with:  To the Master of MV “xxxx” Ship's Spares in Transit c/o Soverein GmbH c/o Redline GmbH Niendorfer Str. 172 / Gate 18 22848 Norderstedt Germany  Tel  : +49 40 59390230 Email: logistic@redline-ham.net PIC  : Mrs Christel Hoeck  -------------------- IMPORTANT NOTE:  --------------------  Once you send the order to the warehouse  Please ALWAYS provide TOGETHER the necessary documents (invoice  packing list).  The warehouse always needs those documents in order to enter into the warehouse system.  Those documents showing the value are necessary for re-export as well.  ++++
8666,3/11/2025 10:39,Janine Kleiber,27/1/2026 9:21,Eirini Naki,Soverein GmbH c/o Redline GmbH,PIC  : Mrs Christel Hoeck,+49 40 59390230,,logistic@redline-ham.net,,Forwarder Vendor,Public,Niendorfer Str. 172 / Gate 18,,Norderstedt,Germany,,22848,,,Delivery Instructions --------------------- To ensure safe delivery please pack  stamp and address spares accordingly and arrange delivery to our Forwarders in Germany by the most economical way.  Please hand to them Packing List and Customs Invoice for further forwarding to the Vessel in caption.  Please liaise with:  To the Master of MV “xxxx” Ship's Spares in Transit c/o Soverein GmbH c/o Redline GmbH Niendorfer Str. 172 / Gate 18 22848 Norderstedt Germany  Tel  : +49 40 59390230 Email: logistic@redline-ham.net PIC  : Mrs Christel Hoeck
3317,18/12/2015 23:33,Georgi Hristov,,,Spanjer  Gerhard,,,,,,Vendor,Public,,,Hustede,Germany,,,,8190112,
4050,1/2/2016 16:34,Auto Import,11/3/2019 13:19,Federico Schulz,Spareserv Co.Ltd.,,+82 51-782-1622,+82 51-782-1623,marine@spareserv.com,www.spareserv.com,Vendor,Public,PO Box 612-050 Rm 620 Byuskan E Centrum Class I,Jeasong-Dong Haewundae-Gu,Busan,Korea South,,612-050,,8190725,
7183,28/1/2022 20:22,Auto Import,,,Sparkasse Südholstein,,,,,,Vendor,Public,,,,,,,,8190864,
5522,12/4/2019 17:41,Georgi Hristov,,,Sparnov  Igor Fedorovich,,,,,,Vendor,Public,,,,Russia,,,,5000231,
7779,6/3/2024 22:38,Georgi Hristov,,,Späth  Bernhard,,,,,,Customer,Public,Edenballstr. 7,,Stuttgart,Germany,,70597,,1001621,
4905,1/2/2017 17:09,Auto Import,,,SPCO HOLDINGS PTE LTD,,+6565587807 EXT 806,,sankar@spcosg.com,,Vendor,Public,No 12 Benoi Crescent Singapore 629975,,,Singapore,,,,9002747,
6368,12/4/2019 17:43,Georgi Hristov,,,Speartail Pte Ltd,,+65 6746 3313,,accounts@speartail.com,,Vendor,Public,8 Shenton Way  #34-01 AXA,Tower,,Singapore,,068811,,8190820,
8335,1/7/2024 11:12,Auto Import,,,SPECK Pumpen Verkaufsgesellschaft GmbH,,+49 9123 949 222,,M.Holzheu@speck-pumps.com,,Vendor,Public,Hauptstraße 3,,Neunkirchen am Sand,Germany,,91233,,819263,
6345,12/4/2019 17:43,Georgi Hristov,,,Specmorservice Ltd. Co,,,,,,Vendor,Public,Dvinskaya 10  korp. 3  office 810,,,Russia,,ST. PETERSBURG 19803,,8190279,
3262,18/12/2015 23:33,Georgi Hristov,,,Spedition Kunze GmbH,,0521-58305-51,0521-58305-54,,,Vendor,Public,Wilhelm-Bertelsmann-Staße 1 a,,Bielefeld,Germany,,33602,,8190057,
8673,6/11/2025 11:32,Auto Import,25/2/2026 12:15,Eirini Naki,Speedair,,+30 2109951002,,stefania@speedair.gr,,Forwarder Vendor,Public,18 Tegeas Street  Argyroupolis,,Athens,Greece,,16452,,819268,
8835,25/2/2026 11:39,Eirini Naki,12/6/2026 12:14,Eirini Naki,SPEEDAIR C/O ROTTERDAM AIR AND SEA FREIGHT BV,Marco Rossen,PHN.+31(0)10-4375712,EORI: NL817343908B01,stefania@speedair.gr,,Forwarder,Public,VLAARDINGWEG 40,,ROTTERDAM,Netherlands,,3044 CK,,,EORI: NL817343908B01
6446,12/4/2019 17:44,Georgi Hristov,,,SPEEDCAST,,,,,,Vendor,Public,Lauenburger Landstrasse 11,,Börnsen,Germany,,21039,,90029008,
6475,24/4/2019 7:48,Dennis Yu,9/7/2019 10:17,Federico Schulz,SpeedCast Germany GmbH,SpeedCast Germany,+49 4402 59 669 / +49 40 53 797-8298,,info.de@speedcast.com,speedcast.com,Vendor,Public,Lauenburger Landstr. 11,,Börnsen,Germany,,21039,,8000357,
8445,28/11/2024 19:14,Auto Import,,,Speedo Marine,PTE LTD,6863 1998,,6863 1998,,Vendor,Public,No. 11 Tuas Link 2,Singapore 638559,,Singapore,,,,9029267,
8444,27/11/2024 12:46,Hanna Dinhaya,,,SPEEDO MARINE PTE LTD,,+65 6863 1998,+65 6863 1667,sales.a3@speedo.com.sg,,Vendor,Public,No. 11 Tuas Link 2  Singapore 638559,,,Singapore,,,,,
3339,18/12/2015 23:33,Georgi Hristov,,,Speich Deutschland GmbH,,04121 29 109 0,04121 29 109 20,kontakt@speich.com; jbrandt@speich.com,,Vendor,Public,Sibirien 6d,,Elmshorn,Germany,,25335,,8190134,
5359,18/3/2019 9:53,Federico Schulz,18/3/2019 9:54,Federico Schulz,Spence & Co,,+91 44 2538 5859 / 2538 4730,,spence@eth.net,www.spencenco.com,Vendor,Public,No. 21C  Ranjit Sagar Road ,Patel Park No. 5,Jamnagar,India,,361008,,8001671,
1492,18/12/2015 23:29,Georgi Hristov,,,Spence a Co.,,91-44-25385859,,,,Vendor,Public,Ship Chandlers a Marine Contra,30  NSC Bose Road,Chennai-1,India,,,,8001671,
3442,18/12/2015 23:33,Georgi Hristov,,,Spence Translations,,0421 3399022,0421 3399123,info@spence.de,,Vendor,Public,Kurfürstenallee 114,,Bremen,Germany,,28211,,8190238,
3460,18/12/2015 23:33,Georgi Hristov,28/11/2018 11:16,Nicolas Zambas,Spencer Marine International,,,,shipsupply@spencermarine.in,,Vendor,Public,375/M-7. Narsi Natha Street,,Mumbai,India,,400009,,8190257,
3304,18/12/2015 23:33,Georgi Hristov,19/2/2026 16:18,Eirini Naki,Sperre Industri AS,,+47 70 16 11 00,+47 70 16 11 10,aftersales@sperre.com,,Vendor,Public,,,Ellingsøy,Norway,,6057,,8190099,
1481,18/12/2015 23:29,Georgi Hristov,,,Sperre Rotterdam BV,,-463448,-463413,rotterdam@sperre.com,,Vendor,Public,PO Box 390,,AJ Ridderkerk,Netherlands,,2980,,8001659,
3218,18/12/2015 23:33,Georgi Hristov,16/1/2024 13:55,Janine Kleiber,Sperry Marine  NGSM,,,,tech@cgtelemar.com,,Vendor,Public,Via Vettor Pisani 12,,Augusta,Italy,,96011,,8190014,
4906,1/2/2017 17:09,Auto Import,,,Sperry Marine - Hamburg,,,,service.eu@sperry.ngc.com  sales@sperry.ngc.com,,Vendor,Public,,,,Germany,,,,9002748,
4907,1/2/2017 17:09,Auto Import,,,Sperry Marine - Hong Kong,,,,service.asia@sperry.ngc.com,,Vendor,Public,,,,China,,,,9002749,
2981,18/12/2015 23:32,Georgi Hristov,3/2/2026 12:23,Eirini Naki,Sperry Marine (China),,+86 21 5179 0199,+86 21 5719 0100,service@sperrymarine.com,,Vendor,Public,Unit 1606-08 _ No.1  Lane 99  South Yanggao Road,,Shanghai,China,,200127,,,
3332,18/12/2015 23:33,Georgi Hristov,,,SPG Servizi Portuali Generali,,,,,,Vendor,Public,Via A.Nobel Z.l. snc,,Brindisi,Italy,,72100,,8190127,
5292,22/1/2019 8:14,Auto Import,,,SPHINX SHIPPING AGENCY,,,,,,Vendor,Public,,,,Egypt,,,,90029025,
1480,18/12/2015 23:29,Georgi Hristov,,,SPICA Services M SDN. BHD.,,03-2289 7240,03-2289 7241,,,Vendor,Public,Level 5 Mayban Assurance Tower,Dataran Maybank 1 Jalan Maarof,Kuala Lumpur,Malaysia,,59100,,8001658,
1460,18/12/2015 23:29,Georgi Hristov,,,Spica Shipping Pte. Ltd.,,,,,,Vendor,Public,,,Basel,Switzerland,,,,8001637,
6366,12/4/2019 17:43,Georgi Hristov,,,SPIE COMNET GmbH,,,,,,Vendor,Public,Postfach 120216,,Isernhagen,Germany,,30916,,8190818,
1501,18/12/2015 23:29,Georgi Hristov,,,Spiewok  Alexander,,,,,,Vendor,Public,,Sophie-Schoop-Weg 60,Hamburg,Germany,,21035,,8001680,
3338,18/12/2015 23:33,Georgi Hristov,,,Spirax Sarco GmbH,,07531 5806-0,07531 5806-22,vertrieb@de.spiraxsarco.com,,Vendor,Public,Reichenaustr. 210,,Konstanz,Germany,,78467,,8190133,
5846,12/4/2019 17:42,Georgi Hristov,,,Spiridonov  Valeri,,,,,,Vendor,Public,,,,Bulgaria,,,,5000559,
5480,12/4/2019 17:41,Georgi Hristov,,,Spirin  Maksym,,,,,,Vendor,Public,,,,Ukraine,,,,5000109,
7995,6/3/2024 22:38,Auto Import,,,Spirit of New Delhi GmbH & Cie. KG,c/o Thomas Schulte Ship Management,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000069,
7996,6/3/2024 22:38,Auto Import,,,Spirit of New Delhi GmbH & Cie. KG,,+49 (40) 808 172 344,,,,Customer,Public,Alsterufer 26,,Hamburg,Germany,,20354,,2000070,
7041,28/5/2021 9:56,Georgi Hristov,19/7/2021 16:39,Georgi Hristov,Spirit of New Delhi GmbH & Cie.KG,,,,,,Accounting ASSC Ship Owner,Public,c/o Thomas Schulte Ship Management,Domstrasse 17,Hamburg,Germany,,20095,DE303772551,,
4052,1/2/2016 16:35,Auto Import,,,SPM Instrument Int. GesmbH.,,+43 2247 35110,+43 2247 35114,office@spminstrument.at,,Vendor,Public,Lessinggasse 18,,Deutsch Wagram,Austria,,A-2232,,8190726,
7788,6/3/2024 22:38,Auto Import,,,SPORLEDER Schiffahrtsgesellschaft mbH,,,,christian.buss@sporleder-ship.de,,Customer,Public,Zippelhaus 2,,Hamburg,Germany,,20457,,1001630,
7153,12/11/2021 17:32,Auto Import,,,SPORLEDER Schiffahrtsgesellschaft mbH,,,,christian.buss@sporleder-ship.de,,Vendor,Public,Zippelhaus 2,,Hamburg,Germany,,20457,,8190861,
1446,18/12/2015 23:29,Georgi Hristov,,,Spreckelsen & Carnevale,,,,,,Vendor,Public,,Mühlenkamp 29,Hamburg,Germany,,22303,,8001622,
3253,18/12/2015 23:33,Georgi Hristov,,,Springer Transport Media GmbH,,0180 5009291,0180 5991155,,,Vendor,Public,Neumarkter Straße 18,,München,Germany,,81673,,8190048,
4908,1/2/2017 17:09,Auto Import,,,SPRINGER-EMS Pte Ltd,,6567453300,6567466374,sales@springer-ems.com,,Vendor,Public,66 Tannery Lane,,SINGAPORE 347805,Singapore,,#06-05 SINDO BUILDIN,,9002750,
3368,18/12/2015 23:33,Georgi Hristov,,,Sprungmann  Peter,,+49 2051 84246,,peter.sprungmann@t-online.de,,Vendor,Public,Drosselweg 4,,Velbert,Germany,,42551,,8190163,
3369,18/12/2015 23:33,Georgi Hristov,,,SPRY Asia Group Co.  Ltd.,,+66 38 492 922,+66 38 492 923,thailand@spryasiagroup.com,,Vendor,Public,62/1 Moo 6  Tambon Banglamung,Amphur Banglamung,Chonburi,Thailand,,20150,,8190164,
6364,12/4/2019 17:43,Georgi Hristov,,,Spry Asia Group Company Limited,,,,,,Vendor,Public,62/1 Moo 6 Tambon Banglamung,Amphur Banglamung,,Thailand,,CHONBURI 20150,,8190813,
3399,18/12/2015 23:33,Georgi Hristov,,,SPX Flow Technology Danmark A/S,,,,,,Vendor,Public,Platinvej 8,,Kolding,Denmark,,DK-6000,,8190195,
7335,29/3/2023 13:59,Auto Import,,,SQE Marine (Hellas) Ltd.,,,,,,Vendor,Public,2  Afentouli Ave.,,Piraeus,Greece,,18536,,8190872,
4909,1/2/2017 17:09,Auto Import,,,SRH Marine,,35799205337,,info@srh-cyprus.com,,Vendor,Public,,,,Cyprus,,,,9002751,
3446,18/12/2015 23:33,Georgi Hristov,,,SRS Ship Repair Services,,+48 58 765 11 99,+48 58 739 10 40,office@srs-marine.com,,Vendor,Public,10 Lutego 5/5,,Gdynia,Poland,,81-366,,8190242,
1513,18/12/2015 23:29,Georgi Hristov,,,SSM-Europe B.V.,,-2289.555,-395.3842,,,Vendor,Public,Daniel Pichotstraat 10,Harbour nr. 569,Schiedam,Netherlands,,3115 JB,,8001692,
8739,12/12/2025 17:31,Eirini Naki,12/12/2025 17:31,Eirini Naki,SST Marine Consulting,,,,sstmarine@sstmarine.comcastbiz.net,,Vendor,Public,,,,United States of America,,,,,
8015,6/3/2024 22:38,Auto Import,,,St. Brictius Shipping Holding,,,,,,Customer,Public,GmbH & Co. KG,Domstraße 17,Hamburg,Germany,,20095,,2000109,
5029,1/2/2017 17:30,Auto Import,,,St. Carillion Shipping Inc.,,,,,,Vendor,Public,80th Broad Street,,Monrovia,Liberia,,,,6000310,
7483,6/3/2024 22:37,Georgi Hristov,,,St. Cassia Shipping,,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,1000243,
8023,6/3/2024 22:38,Auto Import,,,St. Cassia Shipping Inc.,,,,,,Customer,Public,,80th,Monrovia,Liberia,,,,2000300,
4016,1/2/2016 16:33,Auto Import,,,St. Cassia Shipping Inc.,,,,,,Vendor,Public,80th Broad Street,,Monrovia,Liberia,,,,6000300,
183,29/5/2015 16:27,Georgi Hristov,,,St. Cassia Shipping Inc.,,,,,,Flag Company Ship Owner,Public,80  Broad Street,,Monrovia,Liberia,,,,,
4036,1/2/2016 16:34,Auto Import,,,St. Emerald Shipping Inc.,,,,,,Vendor,Public,80th Broad Street,,Monrovia,Liberia,,,,6000320,
6566,10/7/2019 10:19,Auto Import,,,ST. EUSTATIUS PORT SERVICES N.V.,,,,,,Vendor,Public,,,St. Eustatius,Netherland Antilles,,,,90029038,
8024,6/3/2024 22:38,Auto Import,,,St. Firth Shipping Inc.,,,,,,Customer,Public,,80th Broad Streee,Monrovia,Liberia,,,,2000330,
7563,6/3/2024 22:37,Georgi Hristov,,,St. Firth Shipping Inc.,,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,1000519,
4046,1/2/2016 16:34,Auto Import,,,St. Firth Shipping Inc.,,,,,,Vendor,Public,80th Broad Street,,Monrovia,Liberia,,,,6000330,
4107,1/2/2016 16:36,Auto Import,,,St. Klara Shipping Holding,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,7000112,
8013,6/3/2024 22:38,Auto Import,,,St. Klara Shipping Holding,,,,,,Customer,Public,GmbH & Co. KG,Domstraße 17,Hamburg,Germany,,200095,,2000107,
71,24/6/2014 13:04,Georgi Hristov,,,St. Kyril Shipping Company Ltd,,,,,,---,Public,,,,Germany,,,,,
179,29/5/2015 16:27,Georgi Hristov,,,St. Maarten Shipping Co. Ltd,,,,,,Flag Company Ship Owner,Public,Arch. Makariou III 284,Fortuna Court  Block B  2nd Floor,Limassol,Cyprus,,3105,,,
78,24/6/2014 13:04,Georgi Hristov,,,St. Maximus Shipping Company Ltd.,,,,,,---,Public,,,,Germany,,,,,
8014,6/3/2024 22:38,Auto Import,,,St. Nikolai Shipping Holding,,,,,,Customer,Public,GmbH & Co. KG,Domstraße 17,Hamburg,Germany,,20095,,2000108,
4055,1/2/2016 16:35,Auto Import,,,St. Nikolai Shipping Holding,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,7000117,
182,29/5/2015 16:27,Georgi Hristov,,,St. Philonas Shipping Co. Ltd.,,,,,,Flag Company Ship Owner,Public,13  Karaiskakis Street,,Limassol,Cyprus,,3032,,,
181,29/5/2015 16:27,Georgi Hristov,,,St. Philonas Shipping Inc.,,,,,,Flag Company Ship Owner,Public,80  Broad Street,,Monrovia,Liberia,,,,,
8012,6/3/2024 22:38,Auto Import,,,St. Sebastian Shipping Holding,,,,,,Customer,Public,GmbH & Co. KG,Domstraße 17,Hamburg,Germany,,20095,,2000106,
4065,1/2/2016 16:35,Auto Import,,,St. Sebastian Shipping Holding,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,7000115,
175,29/5/2015 16:27,Georgi Hristov,,,St. Stephen Shipping Co. Ltd,,,,,,Flag Company Ship Owner,Public,60 Nevis Street,,St. John's,Antigua & Barbuda,,,,,
8010,6/3/2024 22:38,Auto Import,,,St.Bonifatius Shipping Holding,,,,,,Customer,Public,GmbH & Co. KG,Domstraße 17,Hamburg,Germany,,20095,,2000104,
4003,1/2/2016 16:33,Auto Import,,,St.Bonifatius Shipping Holding,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,7000114,
4002,1/2/2016 16:33,Auto Import,,,St.Brictius Shipping Holding,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,7000113,
8011,6/3/2024 22:38,Auto Import,,,St.Hippolytus Shipping Holding,,,,,,Customer,Public,GmbH & Co. KG,Domstraße 17,Hamburg,Germany,,20095,,2000105,
4018,1/2/2016 16:33,Auto Import,,,St.Hippolytus Shipping Holding,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,7000116,
7394,8/1/2024 14:36,Auto Import,,,STA Schiffstechnik und Anlagenbau GmbH,,+49 471 483 67 74,+49 471 483 67 96,jens.schliewe@sta-gmbh.com,,Vendor,Public,Westkai 46,,Bremerhaven,Germany,,27572,,819262,
5974,12/4/2019 17:42,Georgi Hristov,,,Stadnichenko Georgy,,,,,,Vendor,Public,,,,Estonia,,,,5000688,
3476,18/12/2015 23:33,Georgi Hristov,,,Stadt Nordenham,,04731 84-233,,,,Vendor,Public,Postfach 15 53/54,,Nordenham,Germany,,26945,,819250,
3277,18/12/2015 23:33,Georgi Hristov,,,Stadtbäckerei am Gänsemarkt,,35 52 50 50/51,35 52 50 52,,,Vendor,Public,Gänsemarkt 44,,Hamburg,Germany,,20354,,8190072,
3422,18/12/2015 23:33,Georgi Hristov,,,Stadtreinigung Hamburg,,,,,,Vendor,Public,,,Hamburg,,,20531,,8190218,
1438,18/12/2015 23:29,Georgi Hristov,,,Staff-Maritim,,,,,,Vendor,Public,Im Ohfeld 17,,Fredenbeck,Germany,,21717,,8001613,
5950,12/4/2019 17:42,Georgi Hristov,,,Staicu Cristian,,,,,,Vendor,Public,,,,Romania,,,,5000663,
5397,12/4/2019 17:41,Georgi Hristov,,,Staicu  Lili,,,,,,Vendor,Public,,,,Romania,,,,5000021,
5579,12/4/2019 17:41,Georgi Hristov,,,Staicu  Marian Constantin,,,,,,Vendor,Public,,,ro,,,,,5000290,
5855,12/4/2019 17:42,Georgi Hristov,,,Stan  Dorel,,,,,,Vendor,Public,,,,Romania,,,,5000568,
5460,12/4/2019 17:41,Georgi Hristov,,,Stanescu  Emanuel,,,,,,Vendor,Public,,,,Romania,,,,5000088,
1451,18/12/2015 23:29,Georgi Hristov,,,Stanivian Pty Ltd,,,,,,Vendor,Public,Maritime Photography,GPO Box 3831,Sydney,Australia,,NSW 2001,,8001627,
5403,12/4/2019 17:41,Georgi Hristov,,,Stankov  Gennadiy,,,,,,Vendor,Public,,,,Ukraine,,,,5000029,
5981,12/4/2019 17:42,Georgi Hristov,,,Stanov  Vitaliy,,,,,,Vendor,Public,,,,Bulgaria,,,,5000695,
6346,12/4/2019 17:43,Georgi Hristov,,,Star Hub Ltd.,,,,,,Vendor,Public,67 Ubi Ave 1,#05-01 Starhub Green,Singapore,Singapore,,408942,,8190759,
8360,20/8/2024 12:19,Auto Import,,,Star Shipcare,Pte Ltd,0065-64457677,0065-62457677,info@shipcare.org,,Vendor,Public,71 Tuas View Place,Westlink Two,,Singapore,,637434,,90029254,
4542,1/2/2017 17:07,Auto Import,,,Starcomm Solution Private Limited,,,,,,Vendor,Public,Blk 51 Ubi Avenue 1 #05-29 (Level 7),Ubi Industrial Park,Singapore,Singapore,,408933,,8190757,
7143,27/10/2021 16:01,Auto Import,,,STARDEX MARINE CONSULT,,,,,,Vendor,Public,,,Tema,Ghana,,,,90029112,
1489,18/12/2015 23:29,Georgi Hristov,,,Staroske  Marcus,,,,,,Vendor,Public,,,,Germany,,,,8001667,
3334,18/12/2015 23:33,Georgi Hristov,,,Startwell Engineering Ltd,,0044 20 8863 44 50,0044 88634410,bhanu@startwell.com,,Vendor,Public,5 The Crystal Centre Chrystal,Way lmgrove Road,Harrow Middlesex,United Kingdom,,HA1 2HP,,8190129,
5995,12/4/2019 17:42,Georgi Hristov,,,Starykovskyy Roman,,,,,,Vendor,Public,,,,Ukraine,,,,5000710,
5479,12/4/2019 17:41,Georgi Hristov,,,Stasiy  Yevgen,,,,,,Vendor,Public,,,,Ukraine,,,,5000108,
3904,18/12/2015 23:34,Georgi Hristov,,,STATE OF CALIFORNIA,,,,,,Vendor,Public,1700K Street Suit 250,,Sacramento,United States of America,,95811,,9002251,
4291,27/1/2017 12:57,Auto Import,,,Status Pro GmbH,,,,,,Vendor,Public,Mausegatt 19,,Bochum,Germany,,44866,,8190736,
1469,18/12/2015 23:29,Georgi Hristov,,,Staudt  Stefan,,0201/616231,0201/6158648,stefanstaud@t-online.de,,Vendor,Public,Wolfsbachweg 52,,Essen-Bredeney,Germany,,45133,,8001646,
5299,25/1/2019 11:27,Auto Import,,,Steadfast,,,,,,Vendor,Public,No: 78  B.G.G Sarani  Bhadrakali  Hooghly,Kolkata  West-Bengal- 712232  India,,India,,,,8190829,
5250,30/11/2018 8:56,Thomas Reckefuß,30/11/2018 9:01,Thomas Reckefuß,Steamship Mutual Underwriting Association Limited,Steamship Underwriters,,,,,Agent Broker Charterers Classification Society Crewing Agency Customer Equipment Builder Equipment Maker Flag Administrations Flag Company Forwarder Lubs Vendor Manager Other H&M - P&I club Port Authority Ship Owner Ship Builder Company Vendor,Public,Aquatical House,39 Bell Lane,London,United Kingdom,,E1 7LU,,,
5793,12/4/2019 17:41,Georgi Hristov,,,Stecko  Sergejs,,,,,,Vendor,Public,,,,Latvia,,,,5000506,
4292,27/1/2017 12:57,Auto Import,,,Steder Group Agencies B.V. (as agents only),,+31-(0)10-5033471,+31-(0)10-5015144,agency@stedergroup.com,,Vendor,Public,Dienstenstraat 13,P.O. Box 1050 | 3160 AG  Rhoon,Rhon,Netherlands,,3161 GN,,8190742,
3378,18/12/2015 23:33,Georgi Hristov,,,Steder Group B.V. - Agencies,,,,,,Vendor,Public,Dienstenstraat 15,,Rhoon,Netherlands,,3161 GN,,8190173,
3477,18/12/2015 23:33,Georgi Hristov,,,Steder Group Belgium BVBA,,+32 3641 63 63,,agency.belgium@stedergrooup.be,,Vendor,Public,Abtsdreef 10,Business Center Unit 250,Stabroek (Antwerpen),Belgium,,B-2940,,819251,
3425,18/12/2015 23:33,Georgi Hristov,,,STEELPAINT GmbH,,+49 (0) 9321 3704 - 0,+49 (0) 9321 3704 – 40,walter.heck@steelpaint.com,,Vendor,Public,Am Dreistock 9,,Kitzingen,Germany,,97318,,8190221,
7294,10/10/2022 10:20,Auto Import,,,Steen GmbH & Co. KG,,+49 4121-802-28,,birgit.kaczmarek@steengmbh.de,,Vendor,Public,Carl-Zeiss-Straße 4,,Elmshorn,Germany,,25335,,8190868,
5982,12/4/2019 17:42,Georgi Hristov,,,Stefan Alexandru Marian,,,,,,Vendor,Public,,,,Romania,,,,5000696,
8834,25/2/2026 10:24,Auto Import,,,Stefan Florinel,Intreprindere Individuala,40740281307,,office@blackseasupply.com,,Vendor,Public,Str. Poiana Nr. 116A,Loc. Ovidiu,,Romania,,,,9029329,
5669,12/4/2019 17:41,Georgi Hristov,,,Stefan  Adrian,,,,,,Vendor,Public,,,,Romania,,,,5000382,
5933,12/4/2019 17:42,Georgi Hristov,,,Stefanescu  Paul,,,,,,Vendor,Public,,,,Romania,,,,5000646,
5591,12/4/2019 17:41,Georgi Hristov,,,Stefanov  Momchill,,,,,,Vendor,Public,,,,Bulgaria,,,,5000302,
5431,12/4/2019 17:41,Georgi Hristov,,,Stefanov  Svetlozar Angelov,,,,,,Vendor,Public,,,,Bulgaria,,,,5000058,
3438,18/12/2015 23:33,Georgi Hristov,,,Steger jr. Kiel,,,,,,Vendor,Public,Holzkoppelweg 17,,Kiel,Germany,,24118,,8190234,
3287,18/12/2015 23:33,Georgi Hristov,,,Stehn eK,,040/514777,040/51477999,stehnco-hamburg@shipnet.de,,Vendor,Public,Brodersweg 3,,Hamburg,Germany,,20148,,8190082,
3234,18/12/2015 23:33,Georgi Hristov,,,Stehr  Janina,,,,,,Vendor,Public,Hohenwischer Strasse 243a,,Hamburg,Germany,,21129,,8190029,
3773,18/12/2015 23:34,Georgi Hristov,,,STEIGENBERGER HAMBURG,,040-368060,040-36806777,,,Vendor,Public,HEILIGENGEISTBRUECKE 4,,Hamburg,Germany,,,,9001234,
1497,18/12/2015 23:29,Georgi Hristov,,,Steigenberger Hotel Sanssouci,,+49 331 9091-0,+49 331 9091-909,potsdam@steigerberger.de,,Vendor,Public,Allee nach Sanssouci 1,,Potsdam,Germany,,14471,,8001676,
4910,1/2/2017 17:09,Auto Import,,,Stein Sohn GmbH,,+49 40 5219790,,info@steinsohn.eu,,Vendor,Public,Oststrae 52,,Germany,Germany,,22844 NORDERSTEDT,,9002752,
5186,30/7/2018 16:14,Georgi Hristov,,,Steinbach Ingenieurtechnik Handelsgesellschaft mbh,,,,,,Vendor,Public,Robert-Bosch-Str. 7a,,Ratzeburg,Germany,,23909,,8190821,
1449,18/12/2015 23:29,Georgi Hristov,,,Steinberg & Partner,,,,,,Vendor,Public,Schauenburger Strasse,,Hamburg,Germany,,20095,,8001625,
3751,18/12/2015 23:34,Georgi Hristov,,,STEINBERG  DR. + PARTNER GMBH,,040 3096260,040 338181,,,Vendor,Public,RATHAUSSTRASSE 4,,HAMBURG,Germany,,20095,,9001058,
3667,18/12/2015 23:34,Georgi Hristov,,,Steinberg  Dr. u. Partner,,,,,,Vendor,Public,Rathausstrasse 4,,Hamburg,Germany,,20095,,9000238,
3915,18/12/2015 23:34,Georgi Hristov,,,Steinke & Huber RA,,,,,,Vendor,Public,Kleine Johannisstr. 8/VI,,Hamburg,Germany,,20457,,9002279,
